#differentail evolution iteration
0	0.0268836	0.100387	3.094803	0.172014	3.321393	0.031173	2.380239	0.152178	4.089075
1	0.0209724	0.081489	3.105164	0.18	3.028836	0.019046	2.745501	0.174996	4.2
2	0.0209724	0.081489	3.105164	0.18	3.028836	0.019046	2.745501	0.174996	4.2
3	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
4	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
5	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
6	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
7	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
8	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
9	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
10	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
11	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
12	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
13	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
14	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
15	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
16	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
17	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
18	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
19	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
20	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
21	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
22	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
23	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
24	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
25	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
26	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
27	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
28	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
29	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
30	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
31	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
32	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
33	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
34	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
35	0.0175664	0.08	3.422841	0.18	3	0.031173	2.342055	0.18	3.945512
36	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
37	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
38	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
39	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
40	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
41	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
42	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
43	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
44	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
45	0.0170772	0.116	3.163989	0.18	3	0.038368	2.220726	0.18	3.966807
